CID|FirstName|LastName|City|AddressLine1|SocialSecurityNumber
10261|Isabella|Adams|Townsville|1933 Rock Creek Pl.|736781761
17830|Dana|Serrano|Silverwater|1934 Pacifica|1593717172
10048|Katherine|Perez|N. Vancouver|1935 Heavenly Drive|1176723423
8853|Ariana|Bailey|Billericay|1936 Balance Ct|297641841
7173|Carmen|Garcia|Calgary|1936 Balance Ct|879800010
4698|Ian|Wilson|Haney|1936 Bayberry Drive|1449459241
5386|Jason|Perry|West Covina|1939 Meadow Glen Way|842280712
16065|Andre|Rana|Gateshead|194 Barberry Court|476287439
15915|Alex|Perez|Santa Monica|194 Barberry Court|1561857837
9203|Drew|Xie|East Brisbane|194 Hoover Court|1662805313
10049|Amanda|Perez|Roubaix|194, boulevard Tremblay|311980646
15851|Maurizio|Macagno|Colomiers|194, rue de Bas Marin|1163566881
16563|Gloria|Bradley|Bellingham|1940 C Mt. Hood Circle|1963467163
10105|Bailey|Hill|Tacoma|1940 C Mt. Hood Circle|1726106947
3072|Summer|Perez|Concord|1940 Detroit Ave.|300500455
13314|Robyn|Rubio|Melbourne|1940 Nulty Drive|65914128
20697|Morgan|Watson|West Covina|1941 Hacienda|886397955
9506|Andrea|Sanchez|Woodland Hills|1941 Pinecrest Court|818155842
6038|Hunter|Perry|Berkeley|1942 Rock Drive|1130403156
17021|Ricardo|Nara|Goulburn|1942 Rock Island Drive|439761075
3143|Adriana|Malhotra|Concord|1944 Serene Court|515086505
9802|Courtney|Parker|Renton|1944 Serene Court|22565670
7561|Franklin|Wang|York|1946 Bayside Way|213591354
7119|Alexia|Bryant|Issaquah|1947 El Mundo Dr|999811380
18772|Kelvin|Gao|Bellingham|1947 Sepulveda Ct|820141332
8060|Jade|Sanders|Lebanon|1947 Serene Ct|933191170
15984|Carlos|Roberts|Vancouver|1948 Marcia Dr.|332767510
2993|Erick|Fernandez|Watford|1948 O Avenue|1001720485
16560|Samuel|Perez|Los Angeles|1948 Ohara Avenue|469027424
9914|Katelyn|Nelson|Newport Beach|1949 M St.|1629232784
12318|Madison|Brown|Redmond|1949 M St.|1099032366
8484|Franklin|Rai|Paris|195, rue de Varenne|560006878
9088|Maurice|Black|Concord|1950 Crown Court|837688977
12405|Samantha|Hall|National City|1954 Sudan Loop|1463922064
12875|Tristan|Flores|Santa Cruz|1955 C Street|902524951
4308|Devon|Luo|Rhodes|1955 Glaze Dr.|347696406
18559|Kathleen|Jimenez|Bendigo|1955 Montgomery Ave|1197115209
2408|Isabella|Torres|National City|1955 Montgomery Ave|842866700
8982|Michele|Martinez|Milton Keynes|1955 Sequoia Drive|2121329312
7345|Melissa|Simmons|National City|1955 Sequoia Drive|561554150
9686|Ebony|Ashe|Matraville|1956 Pine Drive|2002101797
18248|Curtis|Wu|Berkeley|1956 Sequoia Dr.|407394551
12723|Kayla|Flores|Oak Bay|1956 Sequoia Dr.|484600333
17883|Hunter|Johnson|Walla Walla|1958 Weaver Court|1972540901
18260|Zachary|Johnson|Yakima|1959 Altura Drive|462430593
2590|Isabella|Washington|Leeds|1960 Fernando Court|2003713060
19195|Philip|Romero|Brisbane|1960 Via Catanzaro|1623480561
18843|Matthew|Martin|Long Beach|1960 Via Catanzaro|1351982153
19244|Brianna|Henderson|Edmonds|1961 Marfargoa Drive|2004678951
19848|Jasmine|Coleman|Beaverton|1961 Oak Grove Road|1932691375
6015|Audrey|Alonso|Beverly Hills|1961 Sahara Drive|2099076955
19132|Megan|Wood|W. Linn|1962 Cunha Ct.|1260394623
4117|Miguel|Green|Lemon Grove|1962 Ferndale Lane|76321551
6618|Alberto|Muñoz|Geelong|1962 Race Road|1713699682
13162|Spencer|Simmons|Bremerton|1963 Palms|272460932
17134|Mitchell|Lal|Rockhampton|1967 Glen Court|1853522462
18043|Jeffery|Yang|Berkeley|197 Adobe Dr|1237136060
7698|Arianna|Coleman|Yakima|197 Adobe Dr|855860559
12|Thierry|D'Hers|Bothell|1970 Napa Ct.|1306399742
18740|Michael|Martin|W. Linn|1970 Napa Ct.|1395074261
4021|Stanley|Patel|Hervey Bay|1977 Sun Rise Drive|1358989726
9426|Jada|Collins|Beverly Hills|1978 Medina Dr.|380471174
11159|Roy|Romero|London|1978 Medina Dr.|1237183175
9337|Hailey|Edwards|Vancouver|1979 Driving Drive|636429499
13991|Joanna|Vazquez|Newcastle|198 Edie Ct.|1609406095
13107|Fernando|Jenkins|Santa Cruz|198 Edie Ct.|270714170
18680|Diana|Sanz|Chatou|198, avenue du Québec|607416436
15344|Xavier|Mohamed|Portland|1984 Village Pl.|703636524
11724|Brianna|White|Los Angeles|1985 Hickory Drive|1298929090
9711|Isabella|Campbell|Oak Bay|1986 Attic Rd.|499354964
5314|Eric|Chen|Lebanon|1986 St. Andrews Way|1595927523
9990|Alexandra|Mitchell|Metchosin|1987 Jennifer Way|776858040
7659|Regina|Sara|Pantin|1987 Jennifer Way|425617997
16779|Isaiah|Scott|National City|1987 Megan Dr.|318909241
14874|Lance|Suarez|Gold Coast|199 Clymer Ct.|2101151090
16591|Aaron|Scott|Sedro Woolley|199 Clymer Ct.|1453920640
19331|Olivia|James|Redmond|1990 Guadalajara|742204574
15643|Carlos|Evans|Hobart|1992 La Vista Ave.|983623567
17497|Valerie|Zhou|London|1992 La Vista Ave.|246941688
11505|Destiny|Garcia|Chula Vista|1993 South Villa Way|721201224
11471|Nicole|Lee|Oregon City|1994 Shakespeare Drive|1515583391
7928|Brooke|Brooks|La Jolla|1994 South Villa Way|2003066855
15706|Marc|Dominguez|Orly|1994, rue des Pyrenees|103352141
11022|Joe|Lopez|Rhodes|1996 Glenhaven Ave South|819500316
20659|Dwayne|Suarez|Bremerton|1996 Sand Pointe Lane|1358288785
18956|Joseph|Martinez|Westminster|1999 Orangewood Court|181071149
3016|Amanda|James|Santa Cruz|2 Columbia River Ct.|1427555940
4033|Jeremiah|Green|West Covina|2 Fall Creek Road|451650332
11573|Damien|Tang|Bellingham|2 Raymond Dr|361701827
8867|Trinity|Bailey|Grossmont|2 Raymond Dr|479618310
20450|Kelvin|Deng|Courbevoie|2, allée des Princes|1547161669
9263|Grant|Xie|Lille|2, avenue de l´Europe|412315197
18205|John|Garcia|Chatou|2, avenue de la Gare|358822861
12319|Colleen|Kumar|Dunkerque|2, avenue de Norvege|2081668849
6879|Neil|Rubio|Lieusaint|2, avenue de Norvege|852416086
12512|Madison|Hayes|Lille|2, avenue de Norvege|320237831
20756|Crystal|Lin|Drancy|2, avenue des Champs-Elysées|46245586
20307|Bradley|Nara|Les Ulis|2, avenue des Champs-Elysées|614475685
15165|Kendra|Serrano|Drancy|2, avenue des Laurentides|1868375784
11783|Ross|Rodriguez|Metz|2, avenue des Ternes|770678103
16235|Denise|Malhotra|Tremblay-en-France|2, boulevard du Montparnasse|1653800901
2807|Alfredo|Gutierrez|Paris|2, cours Mirabeau|178625556
13178|Edwin|Shen|Suresnes|2, cours Mirabeau|1039286505
8711|Paige|Morgan|Lille|2, impasse Notre-Dame|978752399
7407|Tammy|Chandra|Cergy|2, place Beaubernard|1991971347
18688|Erika|Gomez|Paris|2, place Beaubernard|233640231
15154|Kendra|Gutierrez|Paris|2, place Beaubernard|1268851700
12283|Colleen|Ma|Tremblay-en-France|2, place Beaubernard|82283456
9497|Sara|Sanchez|Drancy|2, place de Brazaville|1845052962
11083|Jennifer|Jones|Paris|2, place de la République|1798157516
6559|Micah|Yang|Burlingame|2, route de Marseille|1144297328
15986|Henry|Gonzalez|Cergy|2, route de Marseille|1028003776
9981|Julia|Mitchell|Drancy|2, route de Marseille|1724424174
6104|Beth|Serrano|Milsons Point|2, route de Marseille|448483171
6009|Damien|Li|Roissy en Brie|2, route de Marseille|449084501
14922|Lucas|Cook|Villeneuve-d'Ascq|2, route de Marseille|500926525
8121|Edgar|Malhotra|Roubaix|2, rue de Cambrai|7824321
19607|Cassandra|Chandra|Sèvres|2, rue de Courtaboeuf|1235481584
10544|Kari|Romero|Paris|2, rue de Fontfroide|263544352
20573|Kristin|Xu|Roubaix|2, rue de l´Avenir|1831416946
14570|Micheal|Romero|Paris La Defense|2, rue de l´Esplanade|1600201869
19146|Casey|Jiménez|Colombes|2, rue de la Cavalerie|624069568
17081|Melody|Ramos|Morangis|2, rue de la Comédie|714940452
13652|Damien|Andersen|Saint Germain en Laye|2, rue de Maubeuge|637873633
9417|Brad|Nath|Saint Ouen|2, rue de Maubeuge|1404422556
19960|Julie|Pal|Saint Ouen|2, rue des Vendangeurs|1096769978
18085|Abby|Gonzalez|Orly|2, rue Faubourg St Antoine|1277434349
14192|Cole|Kelly|Dunkerque|2, rue Georges-Clémenceau|343685427
14862|Lance|Gill|Versailles|2, rue Georges-Clémenceau|1729903456
15861|Allen|Mehta|Boulogne-Billancourt|2, rue Henri Gagnon|1481902117
14090|Melinda|Ortega|Pantin|2, rue Henri Gagnon|607625600
13780|Monique|Vazquez|Bobigny|2, rue Lafayette|712218481
18448|Janelle|Subram|Paris La Defense|2, rue Lafayette|51368918
15432|Candace|Martinez|Cergy|2, rue Lamarck|807285037
15357|Brenda|Sai|Saint-Denis|2, rue Lamarck|1845358169
1726|Ken|Sánchez|Les Ulis|2, rue Malar|356593868
10278|Jay|Rana|Lille|2, rue Pierre-Demoulin|2002914924
17645|Sandra|Liu|Morangis|2, rue Pierre-Demoulin|231160064
20258|Chloe|Howard|Tremblay-en-France|2, rue Pierre-Demoulin|50274972
11644|Pedro|Sai|Versailles|2, rue Pierre-Demoulin|452119904
6650|Alberto|Ortega|Colomiers|2, rue Royale|1496990105
13193|Edwin|Sharma|Coffs Harbour|20 Chestnut Ave|42629219
6550|Ryan|Powell|Edmonds|20 Chestnut Ave|850192258
16000|Bobby|Van|Cliffside|20 Estudello|508752870
18215|Todd|Xu|Orleans|20, boulevard d´Albi|713841598
17525|Valerie|Cai|Paris|20, boulevard d´Albi|537164018
15834|Cole|Stewart|Bobigny|20, rue des Rosiers|1703766922
10631|Meredith|Alvarez|Lille|20, rue Saint-Lazare|792068006
12042|Kelli|Zhang|Beverly Hills|200 Mitchelleanjen Ln.|1229971908
12344|Madison|Robinson|Metchosin|200 Mitchelleanjen Ln.|831165015
2465|Isabella|Sandberg|Portland|2000 Thornwood Dr.|816777168
2837|Sydney|Reed|Redmond|2003 Pinecrest Dr.|1092029648
3249|Maria|Watson|Townsville|2007 Shady Ln.|636083243
3108|Evelyn|Prasad|Roubaix|201, avenue de la Gare|2129885736
3298|Gabrielle|Rogers|San Gabriel|2012 Melody Dr|588533499
20014|Destiny|Murphy|San Carlos|2012 Reisling Court|785966228
8619|Tasha|Xu|St. Leonards|2013 Filling Ave.|1285085340
12739|Kayla|Diaz|Santa Cruz|2013 Fitzuren|1100099641
9237|Gilbert|Tang|Milton Keynes|2014 Delta Road|386479416
9289|Madeline|Evans|Bellingham|2015 Bella Avenue|1912252885
5745|Mandy|Wu|Port Macquarie|2015 Bella Avenue|1231173906
12218|Dawn|Sharma|Cheltenham|2015 Sunset Circle|1806724048
12163|Dawn|Zhou|Sèvres|201bis, boulevard Saint Germain|801208344
20504|Jennifer|Ross|Versailles|201bis, boulevard Saint Germain|206514518
17991|Christian|Jones|San Carlos|202 Seaview Dr.|1166886152
15142|Kendra|Munoz|Warrnambool|202 Seaview Dr.|194467074
7143|Clarence|Yuan|Kirkby|202 Southbrook Dr.|595717209
14572|Devin|Ramirez|Walla Walla|2020 Augustine Dr.|187042924
7498|Dominique|Garcia|Melton|2020 Bell Dr.|1218665864
15180|Lucas|Bailey|Puyallup|2021 Ladera Court|1427652319
15523|Rachael|Sanchez|Burbank|2022 Highridge Court|2064253581
5264|Adam|Li|Oregon City|2022 Highridge Court|1274540512
3536|Cedric|Liang|London|2023 Flame Drive|362007037
5108|Luke|Foster|Sydney|2024 Belle Dr|516308231
5978|Nathan|Li|Beverly Hills|2025 Sunset Meadows|912350847
11088|Jennifer|Miller|Corvallis|2028 Mendocino Drive|479402821
16001|Bobby|Sai|Berkeley|2028 Reva Dr.|1604503426
9908|Rebekah|Dominguez|Warrnambool|2028 Revision Dr.|1710988854
8189|Alexa|Peterson|Versailles|203, rue des Berges|189435180
16371|Evan|Nelson|Chula Vista|2030 Lighthouse Way|1632127488
5675|Jose|Li|Burien|2033 Woodbury Place|1501924134
11242|Ruben|Gomez|Concord|2033 Woodbury Place|820462128
19158|Casey|Gutierrez|Peterborough|2035 Emmons Canyon Lane|258050458
8307|Geoffrey|Rodriguez|Cranbourne|2036 Bellwood Court|476513496
10585|Meredith|Vance|East Brisbane|2037 Bellwood Dr|344580273
3579|Taylor|Bennett|Bremerton|2038 Encino Drive|422206177
116|Michael|Patten|Edmonds|2038 Encino Drive|799703821
18037|Justin|Brown|Oak Bay|2038 Sundance Drive|1501392238
11908|Elizabeth|Brown|Lincoln Acres|2039 Dallis Dr.|113087653
6730|Benjamin|Griffin|Long Beach|2039 Doon Cr|670228201
10944|Mackenzie|Allen|Woodburn|204 Heathrow Court|547233850
17225|Terry|Luo|Birmingham|204 Longbrook Way|1072519280
18788|Joshua|Harris|Metchosin|2040 Encino Drive|667550163
18717|Michael|Williams|Everett|2046 Las Palmas|234605121
11080|Joe|Rubio|Beverly Hills|2049 Benedict Court|744685536
3170|Hailey|Ramirez|Tacoma|2049 Benedict Court|1798347623
18524|Nicholas|Walker|Downey|2049 Jason Court|213563707
12357|Samantha|Smith|Woodland Hills|205 Choctaw Court|1995680962
7417|Vanessa|Foster|Lincoln Acres|205 Park Blvd.|605482484
19943|Julie|Tang|Port Macquarie|205 Park Blvd.|1339102226
14114|Alex|Brooks|Santa Cruz|2050 B Avenue I|544465577
20245|Chloe|Bell|Issaquah|2050 Glazier Dr|1899852591
16479|Misty|Chander|Warrnambool|2050 Glazier Dr|574111898
14667|Adrian|Cooper|Long Beach|2055 Seawind Dr.|2034279268
3098|Stephanie|Kelly|Berkeley|2056 Otter Dr.|1852388542
9474|Jade|Stewart|Los Angeles|2058 Richard Ave|271168367
19186|Philip|Jimenez|Berkeley|2059 Brookdale Dr|1666115860
13291|Roger|Luo|Lavender Bay|2059 Clayton Rd|2049672128
3381|Mayra|Kovar|Rockhampton|206 Stonewood Ct.|1771834974
3656|Yolanda|Bhat|Perth|2060 Hill Dr|40985295
5840|Gabriel|Jenkins|Sedro Woolley|2061 Hill Dr|1422422783
9466|Jaime|Chander|Bellingham|2061 Matchstick Drive|518326196
3153|Hailey|Cook|Newport Beach|2061 Matchstick Drive|526357347
3067|Stephanie|Morris|El Cajon|2062 Dos Encinas|1963384263
14423|Lee|Carlson|Wokingham|2062 Dos Encinas|1716950331
5254|Adam|Russell|Glendale|2062 Woodruff Lane|1143780572
2446|Francis|Alonso|Peterborough|2062 Woodruff Lane|1503275936
17104|Shaun|Raje|Chula Vista|2063 Trafalgar Circle|1567718390
14871|Lance|Ramos|Lavender Bay|2064 Pleasant Circle|721524711
10334|Stephanie|Baker|Spokane|2064 Pleasant Circle|1189787138
13765|Richard|Price|San Gabriel|2064 Trafalgar Circle|315241175
17053|Jesse|Hernandez|Concord|2065 Rosina Court|354433087
15589|Isaac|Parker|Burbank|2068 Suzanne Dr.|28416736
18219|Todd|Zhu|Burbank|2071 Concord Blvd.|1277751005
14816|Roberto|Dominguez|Sunbury|2071 Lindell Dr|1007180453
5480|Luis|Jai|Vancouver|2071 LindenTree Dr|1874401302
12179|Anna|Miller|Burbank|2073 Hilltop Road|73580454
12629|Sarah|Patterson|Portland|2073 Santa Fe Dr.|370062637
9153|Calvin|Shen|Brisbane|2074 Bluefish Lane|540249114
19320|Cory|Patel|Bellingham|2075 Alvina Dr.|558599806
15378|Nathaniel|Rogers|La Jolla|2075 Alvina Dr.|711386690
6679|David|Diaz|Burlingame|2075 Browse Ct|230287720
6372|Jacquelyn|Castro|London|2075 Browse Ct|823318731
7831|Faith|Foster|Cliffside|2076 Westover Dr|1988178915
6040|Daisy|Gutierrez|Peterborough|2076 Westover Dr|547177560
14341|Kristy|Ramos|Milsons Point|2078 Jennifer Way|788180843
18039|Benjamin|Taylor|National City|2078 Jennifer Way|1175660566
9248|Drew|Raji|Camarillo|2079 MountainAire Pkwy.|758350161
16691|Carlos|Adams|Langford|2079 Mountaire Pkwy.|226920140
7092|Alexia|Price|Lakewood|2079 Wellington Ct|29859309
11555|Alyssa|Clark|Palo Alto|208 Mobile Lane|1444446749
17417|Karen|Liang|Orleans|208, chaussée de Tournai|1399934880
17726|Margaret|Ma|Tremblay-en-France|208, chaussée de Tournai|293716388
17913|Abby|Sandberg|Versailles|208, chaussée de Tournai|1636259530
10332|Jay|Nicholls|Woolston|2080 Mountain View Dr.|1295843479
19584|Holly|Rana|Bellingham|2080 Sycamore Drive|391028144
31|Margie|Shoop|Edmonds|2080 Sycamore Drive|1871619701
12440|Ashley|Garcia|Concord|2080 Wesley Court|946527082
10839|Bruce|Martin|Croix|2080, quai de Grenelle|1161504208
16588|Jackson|Lopez|Grossmont|2081 Elkwood Drive|520646175
11220|Ruben|Garcia|Rockhampton|2081 Elkwood Drive|98294419
11954|Kayla|Wilson|Kirkland|2081 St. Andrews Way|1834570147
19759|Brandy|Suri|Bellflower|2082 S. Bascom Ave.|674980069
11786|Olivia|Lewis|Spring Valley|2082 S. Bascom Ave.|259552624
3960|Preston|Chapman|South Melbourne|2082 Satin Court|1213520619
8352|Katelyn|James|Tacoma|2082 Satin Court|1877434420
8199|Brooke|Peterson|Port Orchard|2083 Lindenwood Drive|2037085314
17368|Jose|Harris|Burien|2084 Ahwanee Lane|1953952565
12480|Sarah|Harris|San Gabriel|2085 Westwood Dr.|1205791078
6917|Clarence|Zheng|Paris|2086 Rotherham Dr.|1398294897
3436|Haley|Simmons|N. Vancouver|2087 Plaza Del Rio|1705109319
16510|Kelsey|Lal|St. Leonards|2087 Plaza Del Rio|2007246738
18623|Ram|Thirunavukkarasu|Puyallup|2088 Amanda Circle|1236401156
7977|Zoe|Kelly|Goulburn|209 Mobile Lane|1987229360
20544|April|Jai|London|209 Mobile Lane|1082618153
6263|Janet|Browning|Melton|209 Richland Dr.|817313837
11551|Alyssa|Martinez|Santa Monica|2090 Vine Hill Way|2025418989
17757|Susan|Ye|Burien|2093 Dubhe Court|1637328179
13968|Seth|Patterson|Salem|2093 Frayne Ct.|545916196
3674|Anna|Washington|Leeds|2094 Fruitwood|872339859
3644|Anna|Ramirez|Bellingham|2095 Sierra Drive|621059346
19704|Kristina|Rana|Warrington|2096 Blackwood Drive|81062566
15219|Jared|Rivera|Lynnwood|2096 Trinity Ave.|1617806602
15416|Candace|Srini|North Ryde|2096 Trinity Ave.|76670822
19556|Monica|Subram|Burlingame|2098 Chilpancingo Pkwy.|598382219
14438|Adrian|Peterson|Port Orchard|2098 Chilpancingo Pkwy.|1269045764
3408|Mayra|Mehta|Matraville|2098 Crown Ct|1074735485
20543|Jennifer|Diaz|Mill Valley|2099 San Jose|436828795
17152|Mitchell|Nara|Bellingham|21 Redhead Way|1613858466
12591|Ashley|Simmons|Lille|21, avenue de l´ Union Centrale|16079700
20000|Shannon|Johnston|Suresnes|21, avenue de l´ Union Centrale|772977511
20063|Joel|Jordan|Les Ulis|21, avenue de la Gare|686586423
16617|Nichole|Nara|Saint-Denis|21, avenue de la Gare|1950189508
12426|Lacey|Sharma|Paris|21, avenue Reille|1721832831
9907|Mackenzie|Nelson|San Gabriel|21, avenue Reille|1756474861
18479|Brandi|Romero|Pantin|21, cours Mirabeau|1146096143
15036|Renee|Rubio|Paris|21, impasse Notre-Dame|777425586
11811|Ross|Navarro|Lille|21, place Beaubernard|60604033
3419|Mayra|Perez|Colombes|21, rue de Bas Marin|134170901
2697|Max|Gill|Les Ulis|21, rue des Ecoles|1743491976
2549|Shannon|Zeng|Burbank|21, rue des Rosiers|2056983951
10450|Rebecca|Hernandez|Chatou|21, rue Saint Denis|1058762051
10850|Chloe|Hall|Everett|210 Stanley Dollar Dr.|1791379842
10038|Jennifer|Perez|Bobigny|210, rue Maillard|1249610590
5075|Eduardo|Collins|Langley|2100 Linton Terr|941349457
20725|Amy|He|Wollongong|2100 Linton Terr|1045919395
19877|Christine|Shan|Gateshead|2100 Pear Dr.|212431817
14588|Carlos|James|Woodland Hills|2101 Costanza Dr.|1752011338
13170|Spencer|Alexander|Walla Walla|2101 Frayne Ln.|503832902
5714|Thomas|Russell|Daly City|2102 W. 35th Street|886447446
15386|Brenda|Gonzalez|Newcastle|2102 W. 8th St.|1167863699
6715|Theodore|Gomez|Liverpool|2103 Baldwin Dr|483328947
6218|Christian|Griffin|Puyallup|2103 Baldwin Dr|352912375
14498|Jared|Gray|Port Hammond|2103 Violet Ct.|891874401
8804|Michelle|Murphy|Beverly Hills|2104 Grading Way|593609994
2466|Jamie|Zheng|Brisbane|2104 Grading Way|204560305
13655|Edward|Foster|Haney|2106 Chilpancingo Pkwy.|356235604
8507|Sharon|Tang|Bendigo|2107 Amending Road|73775223
16941|Jack|Hernandez|Lakewood|2107 Ameno Road|1662023664
11449|Jenny|Zhou|Burlingame|2107 Cardinal|260190663
8658|Sheena|Shen|Chula Vista|2109 Harvey Way|1963685366
5654|Jose|Butler|Cranbourne|2109 Harvey Way|1630752953
16181|Jackson|Campbell|Leeds|2109 Mt. Washington|588351005
10121|Marie|Browning|W. York|2109 Mt. Washington|555952624
17236|Terry|Jai|Verrieres Le Buisson|211, avenue Foch|513602607
4408|Melvin|Raji|Les Ulis|211, quai de Grenelle|912654233
18110|Wesley|Sun|Saint Ouen|211, rue Basse-du-Rocher|1426860405
16077|Robert|Phillips|Bremerton|2110 Elm St.|1031334269
4200|Tommy|Lal|Malabar|2110 Elm St.|1535793456
2489|Erica|Liang|Les Ulis|2110321, boulevard Beau Marchais|1867320280
2443|Jamie|Yang|Sunbury|2111 Freedom Court|582524937
8760|Erin|Bradley|Woodland Hills|2111 Freedom Court|2127237753
5483|Aaron|Ross|Cliffside|2111 Ringing Dr|1538386229
6581|Micah|Xu|Verrieres Le Buisson|2112, avenue de Villiers|1456964469
168|Garrett|Young|Snohomish|2115 Passing|275681019
12019|Alexis|Robinson|Los Angeles|2115 Whitehaven Dr.|605685910
15318|Nathaniel|Morris|Tacoma|2117 Mt Whitney|1992537664
3450|Lydia|Raman|London|2118 Court Lane|1839039129
11200|Morgan|Lewis|Victoria|2118 Court Lane|1946433208
20082|Joel|Rana|Burlingame|2118 Little Dr.|1430933990
16889|Kyle|Baker|Kirkland|2118 Little Dr.|2051215964
16744|Luis|Green|Santa Cruz|2119 Chisholm Way|356042937
3972|Preston|Arun|Beaverton|2119 Little Dr|1905136647
5321|Eric|Sharma|Lemon Grove|2119 Little Dr|382654152
11108|Jennifer|Lewis|Daly City|2119 Virginia Hills|340562132
4143|Blake|Williams|Saint-Denis|211bis, rue des Peupliers|160810201
2567|Dustin|Raje|Versailles|211bis, rue des Peupliers|1949653940
13851|Marcus|Alexander|Colma|212 Pheasant Circle|1953636066
2485|Erica|Xu|Oxford|212 Pheasant Circle|165571833
4374|Seth|Collins|Bobigny|212, rue Marbeuf|219422723
7109|Alexia|Powell|Woodburn|2120 Mark Twain Dr|454864636
12990|Jaclyn|Nara|North Sydney|2121 Royal Ann Lane|2013370752
13165|Spencer|Gonzales|Tremblay-en-France|2121, quai de l´ Iton|1095214340
18376|William|Smith|Concord|2126 Silver Oak Pl.|1880662232
13247|Robyn|Carlson|Milton Keynes|2128 Birchbark Place|348143849
5465|Eugene|Zhao|London|2128 Evelyn Court|1150199535
19926|Nicole|Peterson|Coronado|2128 Holland Drive.|1217376307
19154|Megan|Flores|Royal Oak|2129 Acacia Drive|194142239
236|Grant|Culbertson|Gold Bar|213 Stonewood Drive|1211669566
3622|Anna|Cook|Portland|213 Stonewood Drive|1479567245
19639|Grace|Barnes|Tacoma|213 Valencia Place|593253556
5526|Jessie|Zhao|Warrnambool|213 Valencia Place|1245459447
7446|Tammy|Lopez|Beaverton|2131 Covington Court|378859939
14131|Nathaniel|Brooks|Chula Vista|2131 Covington Court|1886508728
18436|Anthony|Walker|Gold Coast|2131 Minert Rd.|19045773
14038|Seth|James|Bellingham|2132 Virginia Lane|920284392
13937|Lucas|Russell|Renton|2133 Turner Dr.|396005912
19257|Brianna|Patterson|San Carlos|2134 Royal Links Ct|1436102761
14538|Mason|Ramirez|Melton|2137 Argenta Dr.|1424128979
3|Roberto|Tamburello|Redmond|2137 Birchwood Dr|150575465
3565|Taylor|Peterson|San Gabriel|2137 Birchwood Dr|114824556
13145|Spencer|Coleman|Newton|2137 Carlotta|415252205
4692|Alvin|Guo|Oxford|2139 Birdwatch Ave.|65471474
2981|Katherine|Gonzales|Peterborough|2139 Birdwatch Ave.|1486769840
2729|Natalie|Jenkins|Chula Vista|214 Via Del Sol|1437100941
11851|Gerald|Rana|Paris|214, rue Léo Delibes|2092447371
8215|Angela|Peterson|Beverly Hills|2140 Ambush Dr.|1772119568
13242|Carson|Jenkins|Langford|2140 Clifford Court|268479530
18160|Randy|Xu|Perth|2140 Clifford Court|1529930803
5453|Eugene|Yang|Bellflower|2141 Banking Road|1879739662
5076|Richard|Smith|Edmonds|2141 Banking Road|755076893
12663|Clayton|Nath|London|2141 Del Monte Ct.|1773457887
4027|Jeremiah|Scott|Downey|2141 Delaware Ct.|984909174
9751|Katelyn|Campbell|Grossmont|2141 Pepper Way|1128653830
12497|Alejandro|Sun|Cheltenham|2146 Mt. Etna|1227282394
17072|Timothy|Hernandez|Redmond|2146 Twin View Drive|2081387224
16972|Angel|King|Torrance|2147 N. 66th Street|1451742949
11928|Tamara|Black|Warrington|215 Denkinger Court|36073299
4095|Miguel|Robinson|Saint Germain en Laye|215, avenue de la Gare|1976649743
10407|Janet|Young|Saint-Denis|215, rue de Terre Neuve|193528783
5560|Caleb|Gonzales|Burbank|2150 Pershing Dr|146414636
4474|Niñia|Anand|North Ryde|2151 Twincreek Ct|1189068293
8734|Allison|Bell|Woodburn|2151 Twincreek Ct|325675098
17523|Evan|Hall|Berkeley|2152 Roan Lane|73981469
10373|Arturo|Yuan|York|2152 Roan Lane|1482698445
9073|Kimberly|Rogers|Berkeley|2152 Zebra Street|115391316
12736|Omar|Yuan|Billericay|2153 Cloudview Dr.|2072620483
14784|Sheila|Sanz|Colma|2153 Hooftrail Way|1740417614
16619|Timothy|Lopez|Bellflower|2155 Zartop Street|1910848548
8442|Tonya|Deng|Bury|2155 Zebra Street|1186589121
8530|Franklin|Goel|Saint Germain en Laye|2155, avenue Foch|1510180536
16095|Luis|Phillips|Langford|2156 Temple Court|347132414
19601|Holly|Sanchez|Burbank|2157 Clark Creek Lane|1811069599
4076|Miguel|Moore|Daly City|2157 Clark Creek Lane|1959028432
16890|Jordan|Adams|Burbank|2159 Barbie Dr.|1641035178
17142|Mitchell|Pal|Wollongong|2159 Barbie Dr.|1066342065
18713|Erika|Vazquez|Cranbourne|216 Arnold Drive|1797420782
11368|Christy|Guo|Lancaster|216 Smoking Tree Court|1256599373
14406|Sean|Peterson|Redmond|216 Smoking Tree Court|338662809
12232|Dawn|Chande|Paris|216, quai Paul Doumer|387247176
15866|Robert|Perez|San Francisco|2163 Angi Lane|451717843
15629|Jimmy|Diaz|West Sussex|2163 Angi Lane|1269417980
4301|Seth|Brown|Burlingame|2168 Reading Drive|2134850527
6134|Latasha|Alonso|York|2168 Reading Drive|403555324
19363|Olivia|Simmons|Bellingham|2168 Terra Calitina|2098483878
14977|Randall|Vazquez|Brisbane|2168 Terra Calitina|800175811
2994|Amanda|Rogers|Sooke|217 Ram Circle|1232375898
11092|Roy|Patel|London|217 Ramsay Circle|1307548188
15555|Elijah|Parker|Imperial Beach|2171 H Stagecoach Rd|28801408
5127|Karl|Tang|Burbank|2171 H Stagecoach Rd|2141366954
19809|Alícia|Anand|Cranbourne|2176 Apollo Way|1010917954
